"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 01 23:54:57 GMT 2021","Thu Apr 01 23:54:57 GMT 2021","44","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","tests.LoginTest","tests.LoginTest","selectSpecialityTest","selectSpecialityTest",""
