"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 05 06:42:43 GMT 2021","Mon Apr 05 06:42:46 GMT 2021","3205","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","tests.LoginTest","tests.LoginTest","selectSpecialityTest","selectSpecialityTest",""
