"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 10 18:49:11 GMT 2021","Sat Apr 10 18:49:14 GMT 2021","3365","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","tests.LoginTest","tests.LoginTest","selectSpecialityTest","selectSpecialityTest",""
