"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 10 12:50:48 GMT 2021","Sat Apr 10 12:50:51 GMT 2021","3554","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","tests.LoginTest","tests.LoginTest","selectSpecialityTest","selectSpecialityTest",""
